"","SP","AP","DCG","nDCG","VDCG","nVDCG","P@10","RR","RBP.8","RBP.95","RP"
"351",19.9184256146923,0.415131067961165,9.23626116165057,0.691219611650485,8.6342905768193,0.688306232000056,0.759223300970874,0.934129947722181,0.767077669902913,0.53286213592233,0.431432038834951
"352",36.1805062913394,0.147168932038835,14.3199316693531,0.344698493203884,13.9078242804178,0.341630515596726,0.447572815533981,0.67856324956047,0.471015533980583,0.366006796116505,0.201160312574000
"353",33.7241778006873,0.276492233009709,14.2636359374706,0.57007672815534,13.721147269594,0.567717376275299,0.640776699029126,0.882200647249191,0.66648932038835,0.519373786407767,0.368693299379277
"354",41.9861484706311,0.116321359223301,18.8684494915092,0.339753668252427,18.5348819069756,0.339064356678946,0.422330097087379,0.6486173504711,0.427726213592233,0.380843689320388,0.203964177177743
"355",7.8503627347939,0.174407766990291,6.13387084599221,0.478236205825243,5.73911433604516,0.477977907587733,0.450485436893204,0.830854382291155,0.49261067961165,0.279746601941748,0.21294498381877
"356",0.7806946235837,0.046547572815534,1.48976491422569,0.211470626213592,1.44791762740931,0.228169043465136,0.0631067961165049,0.154335562446871,0.0587553398058252,0.0640009708737864,0.058252427184466
"357",66.2751144878942,0.2455,22.7052467838838,0.509478492427184,22.1125990946616,0.505973624936775,0.687378640776699,0.899786475622694,0.717563106796116,0.608717475728155,0.319561308881697
"358",12.7101561395461,0.2493,7.78958070972646,0.560604697475728,7.41550949512175,0.567231699346575,0.429126213592233,0.554992447601436,0.430864077669903,0.324502912621359,0.276794212830763
"359",1.16291132702766,0.041531067961165,2.4637496501843,0.257981840776699,2.39668117376544,0.273720699326832,0.106796116504854,0.198826278498525,0.0905349514563107,0.0746145631067961,0.0745492371705964
"360",44.6934533939431,0.296042718446602,17.3124296039513,0.594840944660194,16.7004977726458,0.591152705793803,0.715533980582524,0.903285367545076,0.732695145631068,0.588032038834951,0.346171156690028
"361",3.09146369090639,0.342457281553398,2.72919414551351,0.55228357961165,2.4168605254137,0.568072310054045,0.393203883495146,0.574984221735397,0.380989320388350,0.208512621359223,0.407766990291262
"362",6.04535090024783,0.155020388349515,5.0961099618513,0.434952400970874,4.80352583762096,0.440513418877099,0.367961165048544,0.560834648168565,0.365656310679612,0.244210679611650,0.216579536967886
"363",1.50534511829244,0.0940864077669903,2.54596180747411,0.371058553398058,2.38995922157138,0.39141169226675,0.164077669902913,0.400369963036118,0.178881553398058,0.100107766990291,0.132281553398058
"364",15.7945890848061,0.451874757281553,8.01158828824081,0.732333341747573,7.50032848003898,0.73932972223466,0.678640776699029,0.891457126932164,0.669746601941748,0.475177669902913,0.447988904299584
"365",22.9943936385417,0.658185436893204,9.18264483539646,0.839572582524272,8.45237850991748,0.833176129897584,0.8873786407767,0.980611394339945,0.897944660194175,0.622357281553398,0.613314840499307
"366",28.4683257675143,0.287702912621359,12.5993799107762,0.582498752427185,12.1005983749764,0.582081910142013,0.55242718446602,0.77532362459547,0.572508737864078,0.448577669902913,0.321467098166127
"367",19.7463210046036,0.104549514563107,11.7892219720260,0.344460477669903,11.3994963481137,0.341573877113622,0.465048543689320,0.623325502806487,0.477616504854369,0.362104854368932,0.171315559665074
"368",28.2205537061066,0.462809708737864,11.0595564455755,0.708502049223301,10.3823212321124,0.702235676945589,0.81747572815534,0.908528875137524,0.827926213592233,0.6374,0.47716059207385
"369",4.13697189301307,0.318252427184466,3.74055672296516,0.614256455339806,3.32759025952738,0.621353491748906,0.347572815533981,0.912822464658093,0.450989320388349,0.214173786407767,0.294249439880508
"370",48.7624277630801,0.145051456310680,20.1148583801787,0.382585527475728,19.7840343004537,0.382621874815221,0.38252427184466,0.552685588876164,0.39671067961165,0.348581553398058,0.235263522884882
"371",0.571195176841199,0.0335932038834951,1.37906948213401,0.194071178640777,1.29430438388288,0.203962012501838,0.0796116504854369,0.239684964919775,0.088368932038835,0.0482378640776699,0.0628212450028555
"372",9.74813685130257,0.199127184466019,6.5698698047877,0.485196542621359,6.14393008932948,0.482958649114388,0.484466019417476,0.809540977407505,0.527997087378641,0.306871844660194,0.224687933425797
"373",8.46899209188988,0.256626213592233,5.84516128055463,0.553528475728155,5.35047921139912,0.548408100130767,0.55631067961165,0.852937421262664,0.603479611650485,0.336387378640777,0.303324507208002
"374",46.742877963573,0.229215533980583,20.3951370989144,0.563422463106796,19.9658464384318,0.564970045295256,0.483495145631068,0.6355366259931,0.482673786407767,0.439557281553398,0.287216828478964
"375",18.4507579971104,0.230842718446602,10.2633742538266,0.548680904854369,9.77754409540725,0.547234140873706,0.554368932038835,0.733540310821864,0.567102912621359,0.430853398058252,0.294660194174757
"376",12.3798281916883,0.121369902912621,7.21741800702312,0.326749437184466,6.91412663242051,0.325553028712114,0.313592233009709,0.488148600695582,0.327873786407767,0.252905825242718,0.167904054825814
"377",10.035252866663,0.257444660194175,7.23099440206462,0.61748759223301,6.80800494446944,0.624336713322593,0.501941747572816,0.893764702217293,0.548005825242718,0.336126213592233,0.300224047796863
